"Imbalance settlement period (UTC)","+ Imbalance Price [EUR/MWh] - IPA|DK2","+ Scarcity [EUR/MWh] - IPA|DK2","+ Incentive [EUR/MWh] - IPA|DK2","+ Financial Neutrality [EUR/MWh] - IPA|DK2","- Imbalance Price [EUR/MWh] - IPA|DK2","- Scarcity [EUR/MWh] - IPA|DK2","- Incentive [EUR/MWh] - IPA|DK2","- Financial Neutrality [EUR/MWh] - IPA|DK2","Currency","Status","Total Imbalance [MWh] - IPA|DK2","Difference","Situation","Status"
"14.12.2022 06:00 - 14.12.2022 07:00","494.97","","","","494.97","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.12.2022 07:00 - 14.12.2022 08:00","539.99","","","","539.99","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.12.2022 08:00 - 14.12.2022 09:00","569.72","","","","569.72","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.12.2022 09:00 - 14.12.2022 10:00","565.18","","","","565.18","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.12.2022 10:00 - 14.12.2022 11:00","384.00","","","","384.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.12.2022 11:00 - 14.12.2022 12:00","526.10","","","","526.10","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.12.2022 12:00 - 14.12.2022 13:00","515.73","","","","515.73","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.12.2022 13:00 - 14.12.2022 14:00","515.31","","","","515.31","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.12.2022 14:00 - 14.12.2022 15:00","528.89","","","","528.89","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.12.2022 15:00 - 14.12.2022 16:00","545.22","","","","545.22","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.12.2022 16:00 - 14.12.2022 17:00","590.00","","","","590.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.12.2022 17:00 - 14.12.2022 18:00","557.00","","","","557.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.12.2022 18:00 - 14.12.2022 19:00","520.57","","","","520.57","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.12.2022 19:00 - 14.12.2022 20:00","487.90","","","","487.90","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.12.2022 20:00 - 14.12.2022 21:00","396.67","","","","396.67","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.12.2022 21:00 - 14.12.2022 22:00","351.72","","","","351.72","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.12.2022 22:00 - 14.12.2022 23:00","328.94","","","","328.94","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.12.2022 23:00 - 15.12.2022 00:00","302.07","","","","302.07","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.12.2022 00:00 - 15.12.2022 01:00","302.07","","","","302.07","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.12.2022 01:00 - 15.12.2022 02:00","305.00","","","","305.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.12.2022 02:00 - 15.12.2022 03:00","358.24","","","","358.24","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.12.2022 03:00 - 15.12.2022 04:00","366.43","","","","366.43","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.12.2022 04:00 - 15.12.2022 05:00","294.00","","","","294.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.12.2022 05:00 - 15.12.2022 06:00","510.00","","","","510.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.12.2022 06:00 - 15.12.2022 07:00","570.00","","","","570.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.12.2022 07:00 - 15.12.2022 08:00","551.13","","","","551.13","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.12.2022 08:00 - 15.12.2022 09:00","489.66","","","","489.66","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.12.2022 09:00 - 15.12.2022 10:00","486.00","","","","486.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.12.2022 10:00 - 15.12.2022 11:00","700.00","","","","700.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.12.2022 11:00 - 15.12.2022 12:00","800.00","","","","800.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.12.2022 12:00 - 15.12.2022 13:00","800.00","","","","800.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.12.2022 13:00 - 15.12.2022 14:00","575.78","","","","575.78","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.12.2022 14:00 - 15.12.2022 15:00","469.93","","","","469.93","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.12.2022 15:00 - 15.12.2022 16:00","485.03","","","","485.03","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.12.2022 16:00 - 15.12.2022 17:00","500.00","","","","500.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.12.2022 17:00 - 15.12.2022 18:00","499.91","","","","499.91","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.12.2022 18:00 - 15.12.2022 19:00","485.53","","","","485.53","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.12.2022 19:00 - 15.12.2022 20:00","439.90","","","","439.90","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.12.2022 20:00 - 15.12.2022 21:00","367.72","","","","367.72","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.12.2022 21:00 - 15.12.2022 22:00","361.60","","","","361.60","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.12.2022 22:00 - 15.12.2022 23:00","325.50","","","","325.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.12.2022 23:00 - 16.12.2022 00:00","310.00","","","","310.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.12.2022 00:00 - 16.12.2022 01:00","310.00","","","","310.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.12.2022 01:00 - 16.12.2022 02:00","288.00","","","","288.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.12.2022 02:00 - 16.12.2022 03:00","288.00","","","","288.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.12.2022 03:00 - 16.12.2022 04:00","288.00","","","","288.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.12.2022 04:00 - 16.12.2022 05:00","296.35","","","","296.35","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.12.2022 05:00 - 16.12.2022 06:00","382.00","","","","382.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.12.2022 06:00 - 16.12.2022 07:00","528.78","","","","528.78","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.12.2022 07:00 - 16.12.2022 08:00","583.00","","","","583.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.12.2022 08:00 - 16.12.2022 09:00","565.21","","","","565.21","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.12.2022 09:00 - 16.12.2022 10:00","547.00","","","","547.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.12.2022 10:00 - 16.12.2022 11:00","547.42","","","","547.42","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.12.2022 11:00 - 16.12.2022 12:00","330.00","","","","330.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.12.2022 12:00 - 16.12.2022 13:00","312.00","","","","312.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.12.2022 13:00 - 16.12.2022 14:00","312.00","","","","312.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.12.2022 14:00 - 16.12.2022 15:00","465.52","","","","465.52","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.12.2022 15:00 - 16.12.2022 16:00","678.19","","","","678.19","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.12.2022 16:00 - 16.12.2022 17:00","600.00","","","","600.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.12.2022 17:00 - 16.12.2022 18:00","545.50","","","","545.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.12.2022 18:00 - 16.12.2022 19:00","306.00","","","","306.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.12.2022 19:00 - 16.12.2022 20:00","304.00","","","","304.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.12.2022 20:00 - 16.12.2022 21:00","285.00","","","","285.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.12.2022 21:00 - 16.12.2022 22:00","307.61","","","","307.61","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.12.2022 22:00 - 16.12.2022 23:00","279.13","","","","279.13","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.12.2022 23:00 - 17.12.2022 00:00","537.79","","","","537.79","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.12.2022 00:00 - 17.12.2022 01:00","537.79","","","","537.79","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.12.2022 01:00 - 17.12.2022 02:00","265.50","","","","265.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.12.2022 02:00 - 17.12.2022 03:00","264.50","","","","264.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.12.2022 03:00 - 17.12.2022 04:00","259.50","","","","259.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.12.2022 04:00 - 17.12.2022 05:00","259.50","","","","259.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.12.2022 05:00 - 17.12.2022 06:00","503.91","","","","503.91","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.12.2022 06:00 - 17.12.2022 07:00","275.00","","","","275.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.12.2022 07:00 - 17.12.2022 08:00","291.05","","","","291.05","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.12.2022 08:00 - 17.12.2022 09:00","299.81","","","","299.81","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.12.2022 09:00 - 17.12.2022 10:00","302.13","","","","302.13","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.12.2022 10:00 - 17.12.2022 11:00","500.16","","","","500.16","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.12.2022 11:00 - 17.12.2022 12:00","270.50","","","","270.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.12.2022 12:00 - 17.12.2022 13:00","254.75","","","","254.75","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.12.2022 13:00 - 17.12.2022 14:00","225.00","","","","225.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.12.2022 14:00 - 17.12.2022 15:00","214.50","","","","214.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.12.2022 15:00 - 17.12.2022 16:00","225.00","","","","225.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.12.2022 16:00 - 17.12.2022 17:00","225.00","","","","225.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.12.2022 17:00 - 17.12.2022 18:00","209.86","","","","209.86","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.12.2022 18:00 - 17.12.2022 19:00","200.00","","","","200.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.12.2022 19:00 - 17.12.2022 20:00","189.00","","","","189.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.12.2022 20:00 - 17.12.2022 21:00","190.00","","","","190.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.12.2022 21:00 - 17.12.2022 22:00","197.72","","","","197.72","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.12.2022 22:00 - 17.12.2022 23:00","157.00","","","","157.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.12.2022 23:00 - 18.12.2022 00:00","169.77","","","","169.77","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.12.2022 00:00 - 18.12.2022 01:00","160.58","","","","160.58","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.12.2022 01:00 - 18.12.2022 02:00","155.90","","","","155.90","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.12.2022 02:00 - 18.12.2022 03:00","132.90","","","","132.90","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.12.2022 03:00 - 18.12.2022 04:00","134.54","","","","134.54","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.12.2022 04:00 - 18.12.2022 05:00","118.55","","","","118.55","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.12.2022 05:00 - 18.12.2022 06:00","127.06","","","","127.06","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.12.2022 06:00 - 18.12.2022 07:00","34.50","","","","34.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.12.2022 07:00 - 18.12.2022 08:00","30.60","","","","30.60","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.12.2022 08:00 - 18.12.2022 09:00","31.00","","","","31.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.12.2022 09:00 - 18.12.2022 10:00","212.85","","","","212.85","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.12.2022 10:00 - 18.12.2022 11:00","195.28","","","","195.28","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.12.2022 11:00 - 18.12.2022 12:00","251.50","","","","251.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.12.2022 12:00 - 18.12.2022 13:00","256.50","","","","256.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.12.2022 13:00 - 18.12.2022 14:00","256.50","","","","256.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.12.2022 14:00 - 18.12.2022 15:00","239.86","","","","239.86","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.12.2022 15:00 - 18.12.2022 16:00","233.57","","","","233.57","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.12.2022 16:00 - 18.12.2022 17:00","273.00","","","","273.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.12.2022 17:00 - 18.12.2022 18:00","256.50","","","","256.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.12.2022 18:00 - 18.12.2022 19:00","208.29","","","","208.29","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.12.2022 19:00 - 18.12.2022 20:00","230.00","","","","230.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.12.2022 20:00 - 18.12.2022 21:00","228.56","","","","228.56","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.12.2022 21:00 - 18.12.2022 22:00","225.00","","","","225.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.12.2022 22:00 - 18.12.2022 23:00","193.00","","","","193.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"18.12.2022 23:00 - 19.12.2022 00:00","193.00","","","","193.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.12.2022 00:00 - 19.12.2022 01:00","90.73","","","","90.73","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.12.2022 01:00 - 19.12.2022 02:00","58.61","","","","58.61","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.12.2022 02:00 - 19.12.2022 03:00","59.47","","","","59.47","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.12.2022 03:00 - 19.12.2022 04:00","72.58","","","","72.58","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.12.2022 04:00 - 19.12.2022 05:00","109.11","","","","109.11","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.12.2022 05:00 - 19.12.2022 06:00","175.36","","","","175.36","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.12.2022 06:00 - 19.12.2022 07:00","216.50","","","","216.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.12.2022 07:00 - 19.12.2022 08:00","208.00","","","","208.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.12.2022 08:00 - 19.12.2022 09:00","182.50","","","","182.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.12.2022 09:00 - 19.12.2022 10:00","182.50","","","","182.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.12.2022 10:00 - 19.12.2022 11:00","203.00","","","","203.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.12.2022 11:00 - 19.12.2022 12:00","255.00","","","","255.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.12.2022 12:00 - 19.12.2022 13:00","269.16","","","","269.16","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.12.2022 13:00 - 19.12.2022 14:00","268.00","","","","268.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.12.2022 14:00 - 19.12.2022 15:00","253.68","","","","253.68","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.12.2022 15:00 - 19.12.2022 16:00","218.00","","","","218.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.12.2022 16:00 - 19.12.2022 17:00","218.00","","","","218.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.12.2022 17:00 - 19.12.2022 18:00","218.00","","","","218.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.12.2022 18:00 - 19.12.2022 19:00","227.11","","","","227.11","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.12.2022 19:00 - 19.12.2022 20:00","187.71","","","","187.71","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.12.2022 20:00 - 19.12.2022 21:00","174.65","","","","174.65","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.12.2022 21:00 - 19.12.2022 22:00","166.33","","","","166.33","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.12.2022 22:00 - 19.12.2022 23:00","120.06","","","","120.06","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"19.12.2022 23:00 - 20.12.2022 00:00","108.19","","","","108.19","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.12.2022 00:00 - 20.12.2022 01:00","78.17","","","","78.17","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.12.2022 01:00 - 20.12.2022 02:00","77.04","","","","77.04","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.12.2022 02:00 - 20.12.2022 03:00","37.00","","","","37.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.12.2022 03:00 - 20.12.2022 04:00","31.55","","","","31.55","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.12.2022 04:00 - 20.12.2022 05:00","32.26","","","","32.26","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.12.2022 05:00 - 20.12.2022 06:00","100.00","","","","100.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.12.2022 06:00 - 20.12.2022 07:00","160.00","","","","160.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.12.2022 07:00 - 20.12.2022 08:00","223.40","","","","223.40","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.12.2022 08:00 - 20.12.2022 09:00","225.14","","","","225.14","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.12.2022 09:00 - 20.12.2022 10:00","191.00","","","","191.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.12.2022 10:00 - 20.12.2022 11:00","191.00","","","","191.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.12.2022 11:00 - 20.12.2022 12:00","191.00","","","","191.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.12.2022 12:00 - 20.12.2022 13:00","184.00","","","","184.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.12.2022 13:00 - 20.12.2022 14:00","87.39","","","","87.39","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.12.2022 14:00 - 20.12.2022 15:00","88.86","","","","88.86","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.12.2022 15:00 - 20.12.2022 16:00","99.02","","","","99.02","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.12.2022 16:00 - 20.12.2022 17:00","87.00","","","","87.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.12.2022 17:00 - 20.12.2022 18:00","87.00","","","","87.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.12.2022 18:00 - 20.12.2022 19:00","87.00","","","","87.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.12.2022 19:00 - 20.12.2022 20:00","87.00","","","","87.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.12.2022 20:00 - 20.12.2022 21:00","87.00","","","","87.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.12.2022 21:00 - 20.12.2022 22:00","87.00","","","","87.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.12.2022 22:00 - 20.12.2022 23:00","80.53","","","","80.53","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"20.12.2022 23:00 - 21.12.2022 00:00","120.00","","","","120.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.12.2022 00:00 - 21.12.2022 01:00","120.00","","","","120.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.12.2022 01:00 - 21.12.2022 02:00","178.93","","","","178.93","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.12.2022 02:00 - 21.12.2022 03:00","167.93","","","","167.93","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.12.2022 03:00 - 21.12.2022 04:00","179.50","","","","179.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.12.2022 04:00 - 21.12.2022 05:00","182.98","","","","182.98","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.12.2022 05:00 - 21.12.2022 06:00","180.78","","","","180.78","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.12.2022 06:00 - 21.12.2022 07:00","283.00","","","","283.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.12.2022 07:00 - 21.12.2022 08:00","185.00","","","","185.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.12.2022 08:00 - 21.12.2022 09:00","175.00","","","","175.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.12.2022 09:00 - 21.12.2022 10:00","190.00","","","","190.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.12.2022 10:00 - 21.12.2022 11:00","248.24","","","","248.24","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.12.2022 11:00 - 21.12.2022 12:00","238.96","","","","238.96","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.12.2022 12:00 - 21.12.2022 13:00","232.89","","","","232.89","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.12.2022 13:00 - 21.12.2022 14:00","241.02","","","","241.02","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.12.2022 14:00 - 21.12.2022 15:00","228.96","","","","228.96","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.12.2022 15:00 - 21.12.2022 16:00","224.79","","","","224.79","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.12.2022 16:00 - 21.12.2022 17:00","246.01","","","","246.01","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.12.2022 17:00 - 21.12.2022 18:00","234.99","","","","234.99","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.12.2022 18:00 - 21.12.2022 19:00","225.81","","","","225.81","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.12.2022 19:00 - 21.12.2022 20:00","211.19","","","","211.19","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.12.2022 20:00 - 21.12.2022 21:00","187.91","","","","187.91","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.12.2022 21:00 - 21.12.2022 22:00","170.58","","","","170.58","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.12.2022 22:00 - 21.12.2022 23:00","140.09","","","","140.09","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"21.12.2022 23:00 - 22.12.2022 00:00","155.09","","","","155.09","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.12.2022 00:00 - 22.12.2022 01:00","145.60","","","","145.60","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.12.2022 01:00 - 22.12.2022 02:00","140.19","","","","140.19","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.12.2022 02:00 - 22.12.2022 03:00","132.41","","","","132.41","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.12.2022 03:00 - 22.12.2022 04:00","126.00","","","","126.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.12.2022 04:00 - 22.12.2022 05:00","138.00","","","","138.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.12.2022 05:00 - 22.12.2022 06:00","183.86","","","","183.86","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.12.2022 06:00 - 22.12.2022 07:00","175.00","","","","175.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.12.2022 07:00 - 22.12.2022 08:00","190.00","","","","190.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.12.2022 08:00 - 22.12.2022 09:00","185.00","","","","185.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.12.2022 09:00 - 22.12.2022 10:00","235.00","","","","235.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.12.2022 10:00 - 22.12.2022 11:00","245.50","","","","245.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.12.2022 11:00 - 22.12.2022 12:00","239.50","","","","239.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.12.2022 12:00 - 22.12.2022 13:00","165.00","","","","165.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.12.2022 13:00 - 22.12.2022 14:00","164.00","","","","164.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.12.2022 14:00 - 22.12.2022 15:00","160.00","","","","160.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.12.2022 15:00 - 22.12.2022 16:00","160.00","","","","160.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.12.2022 16:00 - 22.12.2022 17:00","160.00","","","","160.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.12.2022 17:00 - 22.12.2022 18:00","155.50","","","","155.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.12.2022 18:00 - 22.12.2022 19:00","150.50","","","","150.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.12.2022 19:00 - 22.12.2022 20:00","151.50","","","","151.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.12.2022 20:00 - 22.12.2022 21:00","157.50","","","","157.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.12.2022 21:00 - 22.12.2022 22:00","139.02","","","","139.02","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.12.2022 22:00 - 22.12.2022 23:00","106.49","","","","106.49","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"22.12.2022 23:00 - 23.12.2022 00:00","80.64","","","","80.64","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.12.2022 00:00 - 23.12.2022 01:00","75.91","","","","75.91","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
